CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
0006564992,M,50,S & S East,C,16/02/1994,0,South East,Tin,0,7,5,1,18.03,41.30,20.92,9.98
0006566138,F,40,Ulster,,30/09/1993,0,Midlands,Tin,1,7,5,6,20.31,25.22,10.12,12.87
0006566472,M,40,Midlands,D,15/05/1997,600,Midlands,Silver,0,10,1,3,33.31,18.82,15.52,8.52
0006566707,F,68,Wales & West,D,21/03/1989,0,Midlands,Tin,1,11,9,1,29.07,34.63,14.16,11.01
0006567886,,45,Yorkshire,C,01/03/1990,0,North,Tin,0,,8,2,27.77,23.83,6.16,13.03
0006568130,F,52,London,B,16/03/1994,6053,South East,Gold,0,7,4,7,21.44,33.27,12.87,13.82
0006569153,U,51,S & S East,,16/09/1993,0,South East,Tin,0,6,5,3,15.97,17.16,16.59,14.00
0006571948,F,36,London,C,26/01/1994,0,South East,Tin,1,8,5,1,12.40,41.55,14.69,10.18
0006573525,M,55,S & S East,D,24/11/1986,1413,South East,Silver,1,14,12,4,18.01,38.99,38.08,7.35
0006576559,U,49,Midlands,D,27/05/1993,4000,Midlands,Silver,0,4,5,2,24.44,1.16,1.38,18.07
0006584241,F,75,S & S East,B,01/01/1990,0,South East,Tin,0,13,9,8,45.75,42.08,23.77,12.29
0006584675,U,65,N West,F,09/08/1993,3000,North,Silver,0,7,5,5,2.16,11.04,15.03,9.17
0006589154,M,72,S & S East,D,01/07/1997,1000,South East,Silver,0,13,1,7,10.56,9.50,28.48,8.87
0006591892,F,73,Wales & West,E,30/11/1967,5000,Midlands,Silver,0,6,31,7,34.43,37.48,1.51,14.19
0006593348,F,34,East,D,20/12/1993,0,Midlands,Tin,1,20,5,6,24.15,29.36,21.21,12.06
0006593496,,34,C Scotland,D,10/05/1994,0,Scottish,Tin,0,8,4,2,18.50,21.59,12.53,13.86
0006593739,F,62,London,A,11/08/1993,1000,South East,Silver,0,6,5,8,26.69,29.42,15.29,8.93
0006594204,F,63,London,C,22/02/1990,500,South East,Silver,1,11,9,4,30.83,24.39,22.72,14.13
0006597165,M,28,Midlands,B,01/08/1990,0,Midlands,Tin,0,,8,2,17.43,24.27,36.19,5.38
0006598528,F,44,London,C,01/01/1990,500,South East,Silver,0,15,9,3,37.94,30.45,24.33,11.49
0006602304,U,77,London,E,16/03/1992,6108,South East,Gold,0,11,6,4,12.79,7.39,25.30,2.48
0006606350,F,57,Yorkshire,C,22/04/1997,6000,North,Gold,0,5,1,6,28.09,34.18,15.70,11.74
0006607942,,41,London,B,01/06/1990,50,South East,Silver,0,9,8,7,25.33,19.45,22.62,13.11
0006609104,U,53,Wales & West,F,20/12/1993,0,Midlands,Tin,0,8,5,1,14.28,27.49,0.72,1.33
0006611389,M,62,S & S East,D,22/10/1987,1531,South East,Silver,0,9,11,6,33.84,32.25,16.76,5.52
0006613020,M,77,London,F,18/05/1992,3000,South East,Silver,0,8,6,6,32.05,35.02,27.97,6.33
0006621732,M,71,London,B,19/10/1995,6000,South East,Gold,0,15,3,6,5.94,22.32,13.90,9.27
0006621740,M,41,Midlands,C,31/10/1997,15000,Midlands,Gold,1,16,1,2,31.97,55.33,38.80,7.15
0006622860,F,31,N West,,07/12/1993,0,North,Tin,1,8,5,8,21.61,34.04,14.72,11.70
0006625959,U,61,Midlands,D,14/02/1990,1000,Midlands,Silver,0,7,9,6,6.46,9.70,28.15,17.66
0006627536,M,58,Wales & West,E,06/02/1995,15000,Midlands,Gold,0,10,4,7,33.14,25.41,32.29,4.16
0006627773,F,36,London,,07/11/1988,0,South East,Tin,0,7,10,1,26.36,42.40,15.93,14.35
0006634257,F,46,London,C,21/10/1994,0,South East,Tin,0,5,4,7,29.00,25.36,27.51,14.85
0006635377,F,,N West,B,14/03/1994,0,North,Tin,1,12,4,3,29.75,27.61,31.24,9.17
0006638953,M,63,Midlands,B,22/12/1987,6000,Midlands,Gold,0,9,11,7,20.67,19.58,31.94,4.58
0006639615,M,59,Midlands,B,02/10/1993,5000,Midlands,Gold,0,9,5,4,33.01,19.79,27.69,8.28
0006639771,M,39,S & S East,D,23/02/1996,2000,South East,Silver,1,13,3,7,1.10,38.02,34.07,5.25
0006640737,M,31,London,F,01/01/1992,0,South East,Tin,0,8,7,2,7.37,61.23,28.57,10.67
0006641016,,40,London,E,06/01/1994,0,South East,Tin,0,4,5,8,21.20,16.21,15.24,11.38
0006641113,F,62,London,F,01/04/1990,300,South East,Silver,0,8,8,7,25.86,33.93,29.91,11.55
0006641415,M,50,Wales & West,E,10/03/1994,6053,Midlands,Gold,0,11,4,5,40.44,35.50,41.80,8.07
0006641768,,66,N West,B,03/10/1997,6000,North,Gold,0,6,1,1,23.61,27.83,20.84,11.79
0006642128,U,45,N East,E,08/06/1993,1000,North,Silver,0,,5,6,7.99,5.58,14.41,9.85
0006642934,F,40,N East,D,10/08/1988,5000,North,Silver,0,4,10,7,34.42,20.00,19.09,11.76
0006643353,F,46,East,F,09/12/1993,0,Midlands,Silver,0,10,5,7,20.37,24.90,21.94,11.64
0006643787,F,43,Yorkshire,E,16/03/1993,12053,North,Gold,1,6,5,2,20.39,35.66,11.30,13.37
0006645704,F,30,Midlands,F,11/07/1997,6000,Midlands,Gold,1,13,1,3,17.61,44.18,10.77,11.13
0006646549,M,,London,E,30/09/1994,0,South East,Tin,0,7,4,8,22.50,49.59,20.56,9.41
0006650074,M,50,Yorkshire,E,22/11/1994,0,North,Tin,0,7,4,4,34.23,36.38,32.84,3.01
0006650376,F,,N West,C,27/09/1996,7500,North,Gold,0,3,2,8,19.24,28.35,17.34,13.63
0006652506,,58,S & S East,C,15/11/1993,0,South East,Tin,0,8,5,7,29.38,20.32,22.69,10.70
0006652840,M,68,London,D,24/03/1997,6000,South East,Gold,0,5,1,7,26.41,61.03,26.67,6.30
0006653863,,67,Yorkshire,B,06/06/1996,6000,North,Gold,0,6,2,6,34.02,26.77,27.72,13.50
0006655211,U,70,Midlands,B,06/03/1997,12000,Midlands,Gold,0,9,1,8,25.84,14.32,7.10,1.58
0006657869,F,,East,F,13/03/1995,1930,Midlands,Silver,1,8,3,2,23.72,23.88,12.03,10.63
0006658075,U,71,East,F,21/03/1996,3000,Midlands,Silver,0,8,2,6,24.20,10.71,8.45,5.25
0006658199,M,59,East,C,25/02/1984,4125,Midlands,Silver,0,,15,4,29.86,49.21,26.70,7.77
0006658628,M,67,London,A,24/02/1990,10000,South East,Gold,0,7,9,7,17.95,33.85,22.36,6.71
0006659535,F,45,East,C,11/08/1992,1600,Midlands,Silver,0,8,6,1,3.72,27.17,14.83,11.61
0006661416,U,62,Yorkshire,C,28/02/1990,1000,North,Silver,0,8,8,8,24.27,18.66,32.52,13.67
0006661637,F,63,Ulster,,01/07/1997,6000,Midlands,Gold,1,11,1,8,35.02,32.30,17.39,10.98
0006663036,F,56,London,E,17/12/1993,0,South East,Tin,0,13,5,3,29.31,27.87,17.58,10.72
0006663214,F,33,London,E,14/05/1997,1000,South East,Silver,0,12,1,1,21.05,40.97,12.25,9.74
0006664997,F,44,London,D,21/12/1993,3437,South East,Silver,0,6,5,4,26.05,36.45,23.46,11.45
0006665454,F,41,S West,F,28/11/1993,0,South West,Tin,1,8,5,6,18.84,33.86,7.76,11.02
0006665977,M,31,N West,E,20/02/1990,500,North,Silver,1,13,9,6,45.63,27.77,17.59,8.08
0006666191,,,London,C,01/09/1990,11450,South East,Gold,0,10,8,,23.82,45.02,1.94,11.44
0006666264,F,47,C Scotland,F,30/04/1990,0,Scottish,Tin,0,10,8,4,26.84,39.14,31.72,10.08
0006666353,F,62,Yorkshire,D,01/07/1991,3000,North,Silver,0,8,7,2,31.97,33.79,23.15,12.62
0006666787,F,25,London,B,25/01/1994,4000,South East,Silver,1,8,5,6,22.60,13.63,23.67,11.15
0006667252,M,60,N East,A,30/04/1985,6000,North,Gold,0,7,13,5,37.20,19.55,22.95,2.70
0006670431,F,50,Midlands,C,28/05/1991,12107,Midlands,Gold,0,7,7,2,40.68,30.64,3.48,10.46
0006670644,M,50,S West,D,05/01/1996,35,South West,Silver,0,10,3,1,25.99,20.01,30.44,10.09
0006672140,M,56,Midlands,B,05/02/1991,9000,Midlands,Gold,0,7,8,7,37.86,47.35,31.20,8.55
0006674526,F,51,Midlands,A,17/04/1997,4050,Midlands,Silver,0,13,1,4,17.67,42.25,16.55,10.70
0006675530,F,60,Yorkshire,D,01/05/1990,0,North,Tin,0,11,8,3,24.95,33.66,26.32,10.02
0006677509,F,74,East,C,07/11/1997,20000,Midlands,Gold,0,11,1,5,32.11,29.77,26.77,12.95
0006678319,F,66,Yorkshire,B,,0,North,Tin,1,9,,5,29.50,31.52,24.69,10.80
0006678394,F,35,London,D,01/06/1990,0,South East,Tin,1,11,8,4,21.88,40.42,27.92,13.90
0006678882,F,41,N West,,07/12/1994,2680,North,Silver,0,5,4,6,15.76,20.74,18.29,13.97
0006679978,M,37,Wales & West,B,14/05/1994,600,Midlands,Silver,0,9,4,8,21.66,36.64,7.21,4.06
0006680003,F,50,London,B,01/06/1990,0,South East,Tin,0,7,8,4,30.33,23.03,17.41,11.79
0006680178,M,41,London,B,01/01/1990,0,South East,Tin,1,,9,8,15.83,31.97,6.94,7.19
0006680453,F,54,London,B,18/03/1991,3000,South East,Silver,0,4,7,8,31.26,22.14,28.69,14.33
0006681255,F,44,London,E,01/10/1993,0,South East,Tin,0,8,5,7,32.47,29.16,7.97,10.06
0006682057,F,63,,C,11/06/1996,6000,,Gold,1,11,2,5,28.79,25.10,3.98,8.19
0006683088,,49,London,D,28/05/1991,5000,South East,Silver,0,8,7,6,24.51,39.33,4.37,11.37
0006683290,F,48,,B,27/01/1997,6000,,Gold,0,13,2,6,31.71,31.67,20.61,8.67
0006683789,F,23,Wales & West,F,23/01/1996,100,Midlands,Silver,1,13,3,3,30.89,27.27,13.24,8.57
0006684386,F,51,Yorkshire,B,21/03/1997,6000,North,Gold,0,15,1,6,28.72,22.01,18.10,10.00
0006686222,M,49,East,C,13/12/1995,5000,Midlands,Silver,0,8,3,4,10.51,27.62,24.66,7.46
0006687601,,43,N East,C,08/01/1997,12064,North,Gold,0,9,2,2,20.46,34.07,5.34,14.85
0006687792,F,51,Yorkshire,F,03/05/1996,5000,North,Silver,1,9,2,2,26.30,39.02,11.34,10.20
0006690416,M,63,N West,F,01/04/1996,4000,North,Silver,0,8,2,6,30.14,48.68,15.08,7.10
0006691617,F,48,Yorkshire,F,29/05/1990,0,North,Silver,0,9,8,3,27.94,28.25,8.83,11.62
0006693180,F,71,Midlands,D,10/02/1994,0,Midlands,Tin,1,6,5,2,23.34,34.95,19.67,15.38
0006693865,F,56,London,C,24/11/1994,6108,South East,Gold,0,,4,5,25.02,24.69,26.70,12.17
0006697054,,66,Wales & West,B,28/06/1995,340,Midlands,Silver,0,6,3,5,24.30,31.49,3.54,11.09
0006698042,F,53,Wales & West,B,07/07/1994,15000,Midlands,Gold,0,7,4,4,31.32,26.18,21.72,11.38
0006700756,F,77,London,A,17/01/1985,1000,South East,Silver,0,5,14,8,35.06,36.41,23.09,12.26
0006702201,F,44,Midlands,C,06/07/1988,500,Midlands,Silver,1,16,10,6,32.52,35.83,18.04,10.81
0006703887,M,57,N East,F,02/01/1991,550,North,Silver,0,9,8,1,22.29,35.07,20.02,8.29
0006705715,,37,London,D,31/03/1997,6000,South East,Gold,0,11,1,6,19.41,30.98,21.54,10.38
0006708374,F,,Wales & West,B,08/03/1994,0,Midlands,Tin,0,4,4,5,19.28,40.89,30.55,10.00
0006710662,,46,London,E,01/04/1990,0,South East,Tin,0,5,8,4,28.21,27.60,11.65,12.11
0006713017,M,59,S & S East,B,13/06/1997,6000,South East,Gold,0,4,1,5,25.51,28.71,34.32,9.81
0006714609,F,38,London,F,01/04/1990,0,South East,Tin,0,10,8,4,29.89,35.13,25.09,13.40
0006714935,F,41,S & S East,B,22/09/1993,0,South East,Tin,1,12,5,5,35.87,33.39,16.81,16.87
0006715397,M,,S & S East,E,11/01/1991,3000,South East,Silver,0,5,8,5,23.24,31.34,23.31,6.87
0006719066,F,32,London,D,18/02/1994,0,South East,Tin,1,11,5,5,25.79,26.95,10.17,13.00
0006720978,F,33,S & S East,D,04/10/1993,0,South East,Tin,1,13,5,8,16.98,24.35,24.61,14.61
0006721338,F,61,Yorkshire,B,15/09/1977,23000,North,Platinum,0,7,21,8,34.37,31.34,22.99,14.16
0006726240,F,34,Yorkshire,F,05/02/1994,0,North,Tin,1,12,5,4,33.98,27.75,15.89,11.86
0006726291,F,69,Wales & West,B,04/05/1983,6000,Midlands,Gold,1,7,15,2,13.72,35.69,22.12,12.08
0006726364,F,62,London,C,01/01/1990,300,South East,Silver,0,12,9,2,20.98,29.21,26.35,6.43
0006727972,F,60,S & S East,C,07/03/1980,26170,South East,Platinum,0,5,18,7,25.27,12.08,12.79,13.30
0006729509,F,23,London,C,11/11/1992,2500,South East,Silver,0,,6,1,31.70,24.00,21.69,12.22
0006730248,M,54,London,A,01/06/1980,1579,South East,Silver,0,8,18,4,27.48,27.42,24.69,7.02
0006732674,M,42,N East,E,01/06/1990,0,North,Tin,0,9,8,5,18.71,48.47,13.40,7.18
0006733085,F,68,London,B,13/05/1996,12000,South East,Gold,0,6,2,8,28.75,35.18,11.37,10.89
0006733611,F,65,S & S East,F,04/11/1987,0,South East,Tin,1,9,11,5,27.42,42.54,16.81,9.91
0006733719,M,55,N West,B,18/07/1994,1000,North,Silver,1,11,4,5,19.55,43.85,14.29,8.73
0006735207,F,,London,F,18/12/1993,0,South East,Tin,1,5,5,8,30.12,38.75,14.88,13.87
0006735975,F,,S & S East,A,01/06/1990,0,South East,Tin,0,11,8,5,1.32,36.85,14.92,14.57
0006736564,M,54,N West,D,26/04/1994,6000,North,Gold,1,10,4,2,15.24,30.05,5.51,8.31
0006738516,F,57,Wales & West,B,23/03/1994,0,Midlands,Tin,1,6,4,4,30.17,35.24,15.13,9.59
0006740715,M,42,S & S East,A,01/06/1990,0,South East,Tin,0,9,8,3,13.00,55.24,21.17,5.64
0006742106,F,73,London,B,28/11/1970,6053,South East,Gold,1,9,28,6,30.72,34.18,5.77,13.56
0006745083,,62,Yorkshire,C,26/08/1993,1000,North,Silver,0,8,5,2,26.46,31.36,18.35,12.55
0006746462,F,51,S & S East,F,17/01/1994,0,South East,Tin,1,19,5,2,32.42,34.38,19.94,10.21
0006748368,F,69,Midlands,C,25/11/1993,2000,Midlands,Silver,0,10,5,8,27.46,32.95,30.49,11.22
0006748597,M,65,London,F,29/04/1994,6000,South East,Gold,0,11,4,7,21.79,23.33,13.69,3.84
0006749097,U,69,Yorkshire,B,13/02/1974,20000,North,Gold,0,,25,6,19.12,29.63,18.36,19.19
0006749720,,,C Scotland,F,23/05/1997,6000,Scottish,Gold,0,6,1,,19.44,21.37,13.19,11.65
0006749933,U,46,Midlands,B,23/05/1997,100,Midlands,Silver,0,9,1,5,21.30,25.01,4.96,5.51
0006750273,M,54,East,C,04/04/1990,22991,Midlands,Platinum,0,4,8,7,35.31,37.54,24.42,7.15
0006752268,M,34,London,D,07/11/1994,0,South East,Tin,1,15,4,4,13.90,24.75,7.00,7.50
0006753833,F,62,Wales & West,C,01/05/1990,0,Midlands,Tin,1,12,8,3,27.18,31.35,17.85,10.56
0006755593,F,39,London,F,09/03/1994,0,South East,Tin,0,10,4,5,25.59,38.43,35.67,15.38
0006757081,M,43,Midlands,D,04/01/1994,0,Midlands,Tin,0,,5,2,34.10,36.22,14.23,6.77
0006759491,M,38,Midlands,B,18/05/1994,6000,Midlands,Gold,1,15,4,6,44.45,46.73,21.35,9.18
0006761070,F,59,S & S East,B,08/02/1994,1000,South East,Silver,0,,5,2,29.42,26.77,21.57,11.37
0006761933,F,,East,D,21/07/1994,0,Midlands,Tin,0,6,4,4,21.66,30.74,33.82,15.46
0006763200,F,64,S West,E,09/06/1988,3000,South West,Silver,0,6,10,7,18.74,32.89,31.06,13.17
0006763944,F,,Midlands,D,08/06/1993,5000,Midlands,Silver,1,13,5,4,23.54,24.94,11.89,11.97
0006764606,F,30,N West,D,26/06/1997,420,North,Silver,1,6,1,4,39.13,29.24,9.50,12.96
0006765769,M,76,S West,D,29/09/1993,9000,South West,Gold,0,9,5,4,18.29,37.90,32.73,6.60
0006765858,,61,London,B,26/06/1989,2100,South East,Silver,0,4,9,6,20.28,27.34,30.34,12.94
0006767222,F,76,London,C,15/09/1981,10053,South East,Gold,0,4,17,7,35.96,37.09,17.40,11.77
0006768067,U,71,Border,D,29/09/1994,6000,Scottish,Gold,0,2,4,1,37.64,13.56,1.42,10.25
0006769713,F,,London,B,28/08/1991,1050,South East,Silver,1,11,7,2,14.94,27.61,17.80,12.96
0006770924,F,37,C Scotland,D,15/12/1993,0,Scottish,Tin,1,11,5,2,27.91,32.02,6.31,14.67
0006772722,U,67,London,B,03/04/1991,6105,South East,Gold,0,7,7,8,24.48,8.01,16.81,5.34
0006773362,F,47,London,A,06/07/1990,235,South East,Silver,0,8,8,2,26.39,20.64,15.29,11.41
0006773591,M,34,London,E,15/03/1994,0,South East,Tin,1,7,4,3,21.19,27.25,31.05,10.80
0006775292,F,45,London,C,01/02/1990,0,South East,Tin,0,5,9,5,36.38,32.78,22.19,14.41
0006775799,M,59,London,C,19/11/1993,6000,South East,Gold,1,9,5,7,32.67,35.90,9.25,6.59
0006776175,M,40,S & S East,D,10/11/1993,0,South East,Tin,0,7,5,6,21.81,52.76,34.52,7.37
0006778267,F,52,N West,D,31/01/1991,1500,North,Silver,0,11,8,3,28.42,41.74,16.70,13.90
0006778852,F,69,London,B,13/05/1987,2200,South East,Silver,0,6,11,2,27.39,32.77,20.21,14.66
0006779875,F,41,Yorkshire,C,03/07/1997,600,North,Silver,0,8,1,7,23.03,30.52,28.78,8.77
0006781594,F,74,,C,26/03/1997,6000,,Gold,0,7,1,1,16.83,37.75,25.51,11.37
0006781780,F,49,N Scot,D,31/07/1983,6000,Scottish,Gold,0,9,15,3,26.37,28.68,31.25,11.97
0006783996,,45,N West,,10/06/1997,6000,North,Gold,0,7,1,7,28.28,38.69,13.97,12.23
0006784402,M,37,N West,F,11/01/1994,0,North,Silver,1,16,5,8,33.00,46.07,31.53,8.77
0006786189,M,37,East,F,03/02/1990,4500,Midlands,Silver,1,16,9,4,22.45,20.56,20.03,11.23
0006786758,F,60,London,B,09/02/1994,1000,South East,Silver,0,10,5,3,25.21,26.21,14.77,13.00
0006787746,F,63,London,F,23/01/1992,3036,South East,Silver,0,12,7,1,29.04,38.44,19.12,10.31
0006788564,F,24,Midlands,F,16/11/1993,0,Midlands,Silver,1,,5,3,28.29,15.68,22.29,9.21
0006789315,M,58,N West,F,24/08/1995,26017,North,Platinum,0,8,3,4,26.01,41.71,8.44,7.43
0006789765,U,64,N East,C,21/03/1968,3000,North,Silver,0,13,30,8,19.35,32.96,12.43,8.69
0006794947,M,33,N West,F,27/10/1997,2000,North,Silver,0,6,1,1,2.69,11.48,22.74,6.33
0006797881,F,,London,F,30/05/1996,6000,South East,Gold,1,12,2,4,21.51,28.40,29.84,9.14
0006798012,F,,N West,B,13/07/1994,0,North,Tin,1,9,4,8,24.29,24.89,25.07,16.62
0006798403,,71,Midlands,E,16/12/1996,6000,Midlands,Gold,0,13,2,2,24.63,33.80,11.60,11.90
0006799590,F,66,C Scotland,D,16/05/1996,6000,Scottish,Gold,0,10,2,5,32.66,20.88,24.83,11.62
0006801048,F,79,Wales & West,B,25/11/1997,10000,Midlands,Gold,1,11,1,1,29.50,21.95,22.50,9.71
0006802826,M,38,C Scotland,F,27/08/1993,2000,Scottish,Silver,1,12,5,3,39.24,46.57,6.98,8.46
0006803768,F,46,N West,D,16/03/1993,6053,North,Gold,1,5,5,4,18.17,23.30,32.86,7.29
0006803849,U,54,N West,D,28/02/1991,6105,North,Gold,0,8,7,1,16.98,17.87,8.01,6.41
0006804527,M,33,London,B,14/01/1994,0,South East,Tin,0,7,5,1,31.81,28.70,21.96,6.64
0006808107,,70,London,E,15/09/1990,9000,South East,Gold,0,8,8,8,8.76,23.50,8.62,14.12
0006808433,,74,London,D,14/03/1994,16000,South East,Gold,0,10,4,5,27.07,33.10,4.78,12.05
0006809502,F,44,London,D,25/03/1993,1200,South East,Silver,1,,5,6,33.27,28.23,17.48,13.56
0006810411,F,65,London,D,17/10/1977,12000,South East,Gold,0,,21,7,21.89,39.28,32.44,10.27
0006812449,,70,N East,D,23/05/1990,0,North,Tin,0,9,8,2,22.25,33.35,15.29,9.43
0006812694,,50,S West,D,12/02/1994,0,South West,Tin,0,4,5,4,24.68,20.19,14.41,11.84
0006813348,F,61,Midlands,D,15/03/1983,1000,Midlands,Silver,0,7,15,7,16.46,34.41,45.15,16.49
0006814190,M,45,East,F,,0,Midlands,Tin,0,,,4,26.76,9.58,9.85,4.67
0006816207,F,70,N Scot,C,07/02/1990,1000,Scottish,Silver,0,12,9,2,26.37,23.32,12.38,10.11
0006818935,F,47,Yorkshire,B,01/05/1990,0,North,Tin,0,7,8,4,26.50,42.08,26.46,12.66
0006820441,M,29,London,B,23/12/1993,7000,South East,Gold,0,10,5,2,21.97,38.20,10.87,6.76
0006822037,F,47,Midlands,A,03/04/1992,6108,Midlands,Gold,0,10,6,1,26.91,34.26,13.15,13.93
0006822703,,,London,D,01/07/1990,0,South East,Tin,0,,8,,21.12,24.91,18.00,13.80
0006823688,M,61,Ulster,,07/05/1997,1000,Midlands,Silver,0,8,1,8,39.75,29.03,17.90,8.38
0006825133,F,46,Yorkshire,B,21/08/1995,3000,North,Silver,0,6,3,1,21.19,20.04,12.75,11.66
0006830404,,66,London,F,07/02/1990,1000,South East,Silver,0,7,9,8,34.13,34.80,20.20,7.89
0006830587,F,60,S & S East,D,21/10/1987,360,South East,Silver,0,7,11,8,24.19,30.76,27.50,14.34
0006831281,F,65,S West,B,16/02/1994,2144,South West,Silver,0,4,5,5,26.94,27.83,16.01,9.26
0006832016,,59,London,D,13/05/1993,6000,South East,Gold,0,13,5,3,16.28,25.96,2.81,15.84
0006834515,F,38,London,E,08/02/1994,0,South East,Tin,1,,5,7,22.28,26.75,24.03,14.01
0006837220,M,32,N East,D,20/12/1993,0,North,Tin,0,11,5,5,5.61,49.05,31.47,4.34
0006839010,,,Wales & West,D,30/06/1994,5000,Midlands,Silver,0,8,4,,35.11,22.90,9.57,12.96
0006840655,F,53,N East,E,01/02/1990,420,North,Silver,0,8,9,2,31.69,26.98,18.33,10.81
0006840884,M,70,Wales & West,D,03/04/1987,2544,Midlands,Silver,0,7,11,4,19.59,59.56,20.12,3.98
0006841120,F,,Ulster,,06/07/1988,50,Midlands,Silver,0,9,10,5,26.09,22.16,10.15,14.40
0006841619,M,54,London,F,29/09/1994,0,South East,Tin,1,6,4,7,46.33,34.16,9.84,7.52
0006842399,F,55,N West,C,24/09/1997,6000,North,Gold,0,6,1,4,34.95,34.53,10.87,8.60
0006843409,F,60,Midlands,B,04/05/1983,0,Midlands,Tin,0,7,15,8,41.80,11.55,15.75,11.32
0006845347,,57,S & S East,D,01/01/1990,0,South East,Tin,0,7,9,4,26.92,38.76,19.60,10.30
0006845762,U,64,Wales & West,B,21/05/1992,6000,Midlands,Gold,0,11,6,8,24.29,16.90,17.85,10.05
0006847234,U,68,London,B,17/11/1994,15000,South East,Gold,0,12,4,6,20.00,29.67,4.12,14.34
0006848389,M,64,London,C,01/03/1991,4000,South East,Silver,0,4,7,3,12.07,21.46,17.20,5.86
0006849520,M,53,London,D,13/06/1989,6000,South East,Gold,0,7,9,6,29.55,48.04,27.13,13.37
0006850162,M,60,Wales & West,F,14/09/1993,0,Midlands,Tin,0,7,5,3,27.13,43.63,34.36,7.32
0006850375,U,60,S & S East,C,31/10/1994,0,South East,Tin,1,12,4,7,33.13,5.25,32.94,17.02
0006853420,F,59,N West,F,01/03/1992,0,North,Tin,0,11,6,6,19.57,26.12,12.66,11.73
0006854613,,37,Midlands,F,07/02/1990,3300,Midlands,Silver,0,5,9,5,24.63,38.26,24.44,7.34
0006858732,,34,London,C,14/01/1991,6800,South East,Gold,0,6,8,8,29.56,42.71,16.96,14.97
0006868584,F,67,N West,E,01/05/1990,8616,North,Gold,0,7,8,2,24.09,27.95,11.04,11.58
0006870694,U,64,East,C,28/07/1988,1000,Midlands,Silver,0,7,10,8,30.10,26.72,19.45,13.00
0006872840,F,59,Midlands,D,04/11/1986,6396,Midlands,Gold,0,7,12,3,26.91,34.10,13.38,12.03
0006873286,M,55,Yorkshire,F,16/11/1995,26501,North,Platinum,0,5,3,7,29.00,17.75,10.79,6.53
0006873936,F,56,London,B,17/06/1996,2000,South East,Silver,0,13,2,1,21.63,25.86,12.33,11.46
0006875262,F,59,London,B,04/07/1996,1500,South East,Silver,1,11,2,3,19.77,32.44,17.90,10.41
0006876005,M,67,London,A,01/11/1985,4260,South East,Silver,0,7,13,3,8.98,35.26,13.03,6.70
0006877192,F,65,S & S East,A,15/01/1991,3000,South East,Silver,0,3,8,5,30.17,28.97,19.73,11.98
0006879691,F,51,Wales & West,A,21/10/1995,20682,Midlands,Platinum,0,8,3,7,20.46,19.67,13.71,10.73
0006879926,F,44,Yorkshire,E,01/01/1990,1600,North,Silver,1,9,9,8,31.36,49.08,26.55,12.56
0006880193,F,33,Yorkshire,D,01/01/1990,0,North,Tin,1,9,9,3,27.40,36.01,30.22,12.60
0006880312,M,71,Midlands,C,05/04/1995,6000,Midlands,Gold,0,6,3,4,23.62,32.98,28.31,6.92
0006880916,F,50,N West,C,17/05/1988,3027,North,Silver,0,6,10,3,24.37,33.18,14.58,13.51
0006881785,,57,London,D,05/11/1991,6000,South East,Gold,0,11,7,1,22.06,30.84,11.69,12.44
0006882528,F,,S & S East,B,15/02/1994,19500,South East,Gold,1,12,5,1,26.55,39.20,13.41,13.03
0006883583,F,77,Midlands,F,18/04/1967,6000,Midlands,Gold,0,9,31,7,33.04,34.68,24.17,10.09
0006884318,F,62,East,B,30/05/1995,6000,Midlands,Gold,0,6,3,8,35.23,27.96,15.67,12.98
0006884652,M,28,Midlands,F,01/05/1990,0,Midlands,Tin,0,8,8,2,26.91,29.57,39.46,8.87
0006886353,F,38,S & S East,C,26/08/1992,0,South East,Tin,1,8,6,6,18.72,29.05,25.22,13.55
0006887546,,57,N West,F,15/02/1991,3053,North,Silver,0,13,8,1,28.15,35.40,9.80,13.90
0006887651,F,43,Midlands,D,05/09/1995,2500,Midlands,Silver,1,10,3,5,15.20,29.23,16.68,11.49
0006888844,F,74,S & S East,C,02/02/1988,12000,South East,Gold,1,,11,4,14.77,13.96,4.20,12.53
0006889905,F,37,London,F,22/12/1993,0,South East,Silver,1,9,5,1,35.91,30.47,18.63,15.68
0006890687,,32,Wales & West,F,01/06/1990,360,Midlands,Silver,0,6,8,1,17.50,20.45,20.55,14.07
0006891411,F,60,Midlands,D,19/09/1994,13000,Midlands,Gold,0,7,4,7,29.92,43.55,14.00,13.34
0006891780,F,40,N West,C,01/02/1990,0,North,Tin,0,9,9,5,39.82,18.96,20.48,11.34
0006892744,,31,N West,B,07/02/1994,0,North,Tin,0,9,5,2,12.84,22.14,21.47,15.03
0006894607,U,45,London,B,20/02/1990,600,South East,Silver,0,4,9,1,19.13,19.47,15.68,11.76
0006894844,F,46,Midlands,C,07/02/1983,5000,Midlands,Silver,0,6,16,3,23.55,37.10,20.14,12.13
0006895565,F,33,N West,D,22/02/1994,1000,North,Silver,1,16,5,6,39.20,33.49,30.95,11.00
0006895573,M,73,Midlands,B,25/04/1995,6000,Midlands,Gold,0,6,3,1,28.44,24.53,24.68,8.02
0006896197,F,46,N West,B,19/04/1995,35,North,Silver,1,10,3,6,27.47,32.77,29.56,10.54
